Platform,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
Microsoft,0.49,0.15,0,0.02,81,8.8
Nintendo,0.22,0.01,0.42,0.02,77,7.2
Nintendo,0.59,0.03,0,0.05,62,7.2
Playstation,0.35,0.22,0,0.1,67,6.9
Playstation,0.33,0.2,0,0.14,78,8.1
Playstation,0.09,0.45,0.03,0.1,65,6.3
Playstation,0.55,0.02,0,0.09,65,6.6
Playstation,0.2,0.33,0,0.13,80,7.7
Playstation,0.32,0.25,0,0.08,61,7.9
Playstation,0.37,0.25,0,0.04,58,8.3
Playstation,0.32,0.25,0,0.08,74,8
Playstation,0.55,0.02,0,0.09,69,2.9
Microsoft,0.42,0.17,0.01,0.05,83,7.8
Microsoft,0.51,0.1,0,0.06,88,8.4
Nintendo,0.12,0.52,0,0.02,70,6
Playstation,0.32,0.25,0,0.08,78,8.7
Microsoft,0.51,0.1,0,0.05,83,6.6
Nintendo,0.25,0.33,0.03,0.05,92,8.7
Playstation,0.22,0.27,0,0.16,64,7.1
Playstation,0.27,0.2,0.11,0.08,67,7.1
Playstation,0.33,0.22,0.01,0.1,76,6.6
Nintendo,0.47,0.17,0,0.01,71,7.4
Playstation,0.17,0.13,0.3,0.05,63,7.3
Playstation,0.03,0,0.62,0,71,7.9
Playstation,0.06,0.03,0.55,0.01,60,6.9
Playstation,0,0.19,0.42,0.05,71,7.8
Microsoft,0.49,0.14,0,0.02,88,8
Microsoft,0.38,0.22,0,0.06,70,6.7
Playstation,0.24,0,0,0.41,73,8.6
Playstation,0.31,0.23,0.01,0.1,63,6.3
Playstation,0.18,0.14,0.29,0.05,74,9
Playstation,0.32,0.25,0,0.08,60,8.9
Microsoft,0.33,0.25,0,0.07,76,7.4
Nintendo,0.25,0.09,0.3,0.01,60,6.6
Playstation,0.32,0.25,0,0.08,47,6
Playstation,0.34,0.22,0,0.1,82,7.2
Microsoft,0.35,0.23,0,0.07,84,7.8
Nintendo,0.47,0.17,0,0.01,89,9.4
Nintendo,0.28,0.02,0.33,0.03,60,7.4
Nintendo,0.3,0.13,0.18,0.04,80,8.4
Playstation,0.19,0.15,0.26,0.05,63,9.1
Playstation,0.32,0.25,0,0.08,77,8.8
Playstation,0.54,0.02,0,0.09,68,6.7
Microsoft,0.39,0.2,0,0.06,80,6.9
Nintendo,0.29,0.28,0.01,0.07,54,7.5
Nintendo,0.46,0.17,0,0.01,67,6.6
Nintendo,0.27,0.31,0,0.07,54,6.2
Playstation,0.32,0.25,0,0.08,60,8
Playstation,0.32,0.25,0,0.08,64,8
Nintendo,0.33,0.23,0.03,0.05,68,7.7
Microsoft,0.47,0.15,0,0.02,84,8.4
Nintendo,0.44,0.14,0,0.06,72,7.7
Playstation,0.54,0.02,0,0.09,60,7
Microsoft,0.38,0.2,0,0.06,50,4
Playstation,0.2,0.13,0.22,0.09,74,7.4
Microsoft,0.43,0.19,0,0.02,83,7.4
Playstation,0.31,0.24,0,0.08,58,7.2
Microsoft,0.57,0.04,0,0.03,79,6.4
Nintendo,0.23,0.35,0,0.06,61,6.6
Microsoft,0.29,0.33,0,0.01,88,7.7
Playstation,0.15,0.12,0.34,0.04,81,8.9
Playstation,0.17,0.04,0.4,0.02,61,7.9
Microsoft,0.25,0.31,0,0.07,75,7.3
Nintendo,0.56,0.04,0,0.05,67,8.2
Playstation,0.22,0.32,0,0.1,88,7.7
Microsoft,0.25,0.34,0,0.05,64,5.9
Microsoft,0.49,0.09,0.01,0.05,57,7.4
Playstation,0.33,0.21,0,0.09,84,6.8
Playstation,0.23,0.14,0.2,0.07,74,7.7
Microsoft,0.37,0.2,0,0.06,74,5.1
Playstation,0.31,0.24,0,0.08,63,5.7
Playstation,0.31,0.17,0.07,0.08,67,7
Playstation,0.53,0.02,0,0.09,82,7.3
Microsoft,0.55,0.03,0,0.05,81,8
Nintendo,0.53,0.06,0,0.04,91,6.9
Microsoft,0.41,0.19,0,0.03,78,8.8
Playstation,0.56,0.02,0.01,0.05,73,6.8
Microsoft,0.2,0.4,0,0.04,88,7.7
Microsoft,0.37,0.2,0,0.06,55,7
Playstation,0.53,0.02,0,0.09,78,7.7
Playstation,0.46,0.09,0,0.09,44,6.5
Playstation,0.23,0.09,0.27,0.04,60,7.1
Microsoft,0.22,0.34,0,0.07,68,7.6
Playstation,0.25,0.27,0,0.11,71,7.4
Microsoft,0.46,0.11,0,0.05,32,4
Playstation,0.12,0.09,0.38,0.03,82,8.4
Playstation,0.07,0.42,0,0.14,75,7
Playstation,0.22,0.2,0.16,0.05,89,8.3
Playstation,0.31,0.24,0,0.08,82,5.8
Nintendo,0.38,0.2,0,0.05,62,4.6
Microsoft,0.38,0.19,0,0.06,80,8.4
Playstation,0.11,0.03,0.15,0.34,93,9.3
Playstation,0.18,0.06,0.34,0.05,89,8.3
Playstation,0.35,0.24,0,0.04,88,7.7
Playstation,0.35,0.24,0,0.04,54,5.3
Playstation,0.36,0.16,0,0.11,78,5.5
Playstation,0.3,0.22,0.01,0.1,76,7.2
Microsoft,0.43,0.14,0,0.06,79,8.5
Microsoft,0.36,0.21,0,0.05,90,8.3
Microsoft,0.38,0.22,0,0.03,87,8.5
Microsoft,0.4,0.2,0,0.03,77,7.7
Playstation,0.16,0.13,0.29,0.04,78,8.4
Microsoft,0.47,0.13,0,0.02,89,8.2
Playstation,0.16,0.34,0.01,0.12,70,6.1
Playstation,0.3,0.24,0,0.08,71,8
Playstation,0.33,0.2,0,0.09,75,6
Nintendo,0.29,0.27,0,0.06,71,7.3
Nintendo,0.19,0.26,0.11,0.06,46,6.8
Nintendo,0.37,0.22,0,0.03,72,9.2
Playstation,0.28,0.24,0,0.1,86,8
Playstation,0.3,0.24,0,0.08,48,6.8
Nintendo,0.35,0.2,0.01,0.06,80,8.6
Playstation,0.3,0.24,0,0.08,68,8.6
Microsoft,0.28,0.29,0,0.05,67,4.6
Microsoft,0.3,0.26,0,0.06,74,7.8
Playstation,0,0.04,0.57,0.01,70,7.9
Nintendo,0.48,0.09,0,0.04,88,7.5
Microsoft,0.4,0.16,0,0.05,80,6.1
Microsoft,0.29,0.26,0,0.07,50,6.3
Nintendo,0.2,0.34,0,0.07,48,4.3
Playstation,0.17,0.18,0.2,0.07,68,8.4
Playstation,0.15,0.36,0.01,0.09,73,4.3
Playstation,0.56,0,0,0.05,82,7
Microsoft,0.46,0.13,0,0.02,72,8.6
Playstation,0.02,0.02,0.57,0.01,58,8.8
Playstation,0.22,0.27,0.01,0.11,70,6.4
Nintendo,0.5,0.07,0,0.05,56,6
Nintendo,0.56,0.01,0,0.05,73,7.4
Nintendo,0.29,0.02,0.27,0.03,81,7
Playstation,0.21,0.29,0.01,0.1,75,7.6
Nintendo,0.42,0.05,0,0.14,91,9.3
Playstation,0.3,0.23,0,0.08,72,8.5
Playstation,0.3,0.22,0,0.09,70,6.9
Nintendo,0.43,0.12,0,0.05,86,8.7
Playstation,0.18,0.27,0,0.15,71,6.3
Nintendo,0.44,0.16,0,0.01,49,6.8
Playstation,0.3,0.23,0,0.08,81,8.1
Playstation,0.21,0.21,0.11,0.08,84,8.1
Microsoft,0.37,0.21,0,0.03,90,8.6
Microsoft,0.46,0.1,0,0.05,46,3
Playstation,0.26,0.21,0.05,0.1,77,6.3
Microsoft,0.56,0,0,0.05,70,5.9
Playstation,0.22,0.22,0.08,0.09,70,7.1
Microsoft,0.09,0.44,0,0.07,79,5.9
Microsoft,0.56,0,0,0.05,64,5.3
Nintendo,0.27,0.1,0.22,0.01,85,7.3
Playstation,0.27,0.18,0.09,0.07,58,5.4
Nintendo,0.44,0.16,0,0.01,71,6
Nintendo,0.44,0.16,0,0.01,62,8.9
Nintendo,0.43,0.16,0,0.01,84,8.7
Nintendo,0.25,0.29,0,0.07,67,7.3
Playstation,0.5,0.02,0,0.08,75,7.7
Nintendo,0.47,0.08,0.01,0.04,59,5.9
Nintendo,0.43,0.16,0,0.01,86,7.7
Playstation,0.5,0.02,0,0.08,45,6
Playstation,0.2,0.29,0,0.11,43,3.6
Playstation,0.3,0.23,0,0.08,51,7.8
Playstation,0.09,0.06,0.42,0.03,64,7.4
Microsoft,0.42,0.16,0,0.02,88,8.8
Playstation,0.26,0.19,0.07,0.09,62,5.9
Microsoft,0.3,0.23,0.02,0.05,60,5.1
Playstation,0.5,0.02,0,0.08,72,6
Playstation,0.12,0.1,0.34,0.05,68,8.5
Nintendo,0.33,0.22,0,0.05,71,7.6
Playstation,0.13,0.18,0,0.29,61,6.7
Microsoft,0.3,0.24,0,0.06,77,7.6
Microsoft,0.31,0.23,0,0.06,32,4.6
Playstation,0.29,0.23,0,0.08,63,8.6
Playstation,0.5,0.02,0,0.08,52,7.5
Playstation,0.29,0.23,0,0.08,87,8.6
Microsoft,0.32,0.23,0,0.06,82,8.1
Nintendo,0.28,0.25,0,0.06,43,4.9
Nintendo,0.26,0.28,0,0.07,35,6.8
Nintendo,0.32,0.12,0.11,0.04,81,8.7
Nintendo,0.43,0.09,0.04,0.05,90,8.9
Playstation,0.13,0.38,0,0.09,72,6.6
Playstation,0.17,0.34,0,0.09,69,6.9
Nintendo,0.31,0.23,0,0.05,72,7.6
Playstation,0.31,0.19,0,0.1,60,3.6
Nintendo,0.33,0.02,0.21,0.03,69,6.3
Playstation,0.29,0.23,0,0.08,62,8.1
Microsoft,0.34,0.2,0,0.06,56,5.8
Playstation,0.38,0.14,0,0.07,44,2.1
Playstation,0.4,0.12,0,0.07,88,7.1
Playstation,0,0,0.59,0,83,8.5
Playstation,0.21,0.17,0.16,0.06,73,5.6
Microsoft,0.44,0.13,0,0.02,90,8.5
Microsoft,0.32,0.22,0,0.05,72,5.7
Microsoft,0.36,0.08,0.14,0.02,73,7.8
Playstation,0.13,0.22,0.01,0.23,77,6.8
Microsoft,0.25,0.27,0,0.06,82,8.3
Microsoft,0.54,0,0.01,0.03,74,4.9
Nintendo,0.31,0.22,0,0.06,60,7.5
Playstation,0.29,0.22,0,0.08,81,9
Playstation,0.14,0.12,0.27,0.05,66,5.9
Nintendo,0.34,0.13,0.11,0.01,81,9.6
Microsoft,0.24,0.28,0,0.06,80,7.8
Nintendo,0.17,0.18,0.2,0.04,82,8.7
Nintendo,0.3,0.22,0,0.06,44,7
Playstation,0.29,0.21,0,0.09,48,7.5
Playstation,0.22,0.17,0.14,0.06,58,5.1
Playstation,0.39,0.02,0.13,0.04,67,7.7
Microsoft,0.39,0.13,0.02,0.04,77,6.2
Playstation,0.06,0.04,0.47,0.01,58,8
Microsoft,0.18,0.34,0,0.07,55,6.4
Nintendo,0.15,0.37,0,0.07,68,5.7
Microsoft,0.36,0.17,0,0.05,33,3.7
Playstation,0.49,0.02,0,0.08,73,8.2
Nintendo,0.5,0.04,0,0.04,74,6
Playstation,0.54,0,0,0.04,81,7.3
Playstation,0.54,0,0,0.04,90,7.8
Microsoft,0.38,0.15,0,0.05,68,5.1
Nintendo,0.38,0.15,0,0.05,89,6
Playstation,0.28,0.22,0,0.07,38,6.3
Nintendo,0.31,0.21,0,0.06,74,7.7
Microsoft,0.31,0.19,0.02,0.06,73,7.3
Playstation,0.22,0.24,0.04,0.08,70,7.9
Nintendo,0.28,0,0.27,0.03,83,8.3
Microsoft,0.53,0,0,0.04,84,7.8
Playstation,0.36,0.15,0,0.07,86,7.5
Playstation,0.28,0.22,0,0.07,84,8.8
Playstation,0.28,0.22,0,0.07,77,6.8
Playstation,0.23,0.16,0.16,0.04,42,7.6
Microsoft,0.33,0.22,0,0.03,85,8.4
Playstation,0.05,0.02,0.5,0.01,71,8.3
Playstation,0.28,0.22,0,0.07,78,6.6
Nintendo,0.22,0.1,0.23,0.03,71,7.1
Playstation,0.14,0.34,0,0.1,91,8.7
Playstation,0.32,0.22,0,0.04,77,8.7
Playstation,0.28,0.22,0,0.07,52,6.9
Playstation,0.48,0.02,0,0.08,78,8.5
Playstation,0.32,0.22,0,0.04,79,9
Nintendo,0.5,0.03,0,0.04,70,8.4
Microsoft,0.53,0.02,0,0.03,90,8.1
Nintendo,0.35,0.18,0,0.05,76,8.3
Microsoft,0.32,0.24,0,0.02,85,5.7
Nintendo,0.41,0.15,0,0.01,85,8.8
Playstation,0.53,0,0,0.04,63,7.8
Playstation,0,0,0.57,0,78,8.4
Microsoft,0.33,0.19,0,0.05,75,6.3
Microsoft,0.29,0.22,0,0.06,62,6.1
Nintendo,0.41,0.15,0,0.01,60,7
Playstation,0.24,0.23,0,0.1,89,8.2
Nintendo,0.32,0.2,0,0.05,82,4.9
Microsoft,0.37,0.15,0,0.05,87,8
Playstation,0.36,0.1,0.06,0.06,87,8.4
Microsoft,0.27,0.24,0,0.06,45,5.9
Playstation,0.47,0.02,0,0.08,73,7.9
Playstation,0.38,0.12,0,0.07,88,7.9
Playstation,0.43,0.08,0,0.05,91,8
Microsoft,0.43,0.12,0,0.02,71,7.5
Playstation,0.11,0.08,0.35,0.03,57,9.1
Microsoft,0.29,0.23,0,0.05,56,5.7
Playstation,0.47,0.02,0,0.08,77,8.1
Microsoft,0.42,0.11,0.02,0.02,74,5.2
Microsoft,0.38,0.14,0,0.05,60,7.2
Playstation,0.27,0.11,0.14,0.05,80,7.8
Microsoft,0.45,0.1,0,0.02,70,8.9
Playstation,0.26,0.21,0,0.1,67,6.4
Microsoft,0.49,0.04,0,0.04,63,7
Playstation,0.1,0.11,0.29,0.06,74,6.3
Nintendo,0.28,0.23,0,0.06,69,8.2
Nintendo,0.27,0.25,0,0.05,73,6.9
Microsoft,0.37,0.14,0,0.05,66,5.3
Microsoft,0.39,0.16,0,0.02,87,8.3
Playstation,0.19,0.15,0.17,0.05,58,7.7
Playstation,0.08,0.36,0,0.12,75,7.5
Playstation,0.28,0.22,0,0.07,73,8.6
Playstation,0.21,0.22,0,0.13,78,8.2
Nintendo,0.32,0,0.21,0.03,78,8.1
Playstation,0.36,0.11,0.03,0.07,77,8
Nintendo,0.22,0.28,0,0.06,62,8
Playstation,0.11,0.08,0.34,0.04,83,8.9
Playstation,0.23,0.18,0.09,0.06,83,8.6
Playstation,0.28,0.22,0,0.07,66,8.6
Nintendo,0.4,0.15,0,0.01,77,8.2
Playstation,0.28,0.22,0,0.07,78,7.6
Nintendo,0.34,0.17,0,0.05,64,6.5
Nintendo,0.31,0.11,0.13,0.01,66,7.5
Microsoft,0.4,0.14,0,0.02,81,8.9
Playstation,0.28,0.22,0,0.07,63,8.6
Playstation,0.31,0.21,0,0.04,65,6.9
Microsoft,0.25,0.26,0,0.06,76,7.8
Microsoft,0.09,0.4,0,0.07,78,7.6
Playstation,0.28,0.21,0,0.07,55,8.4
Microsoft,0.4,0.11,0,0.05,71,7.2
Microsoft,0.39,0.15,0,0.02,80,8.2
Playstation,0.21,0.22,0.05,0.09,74,8.1
Playstation,0.27,0.21,0,0.07,77,7.6
Nintendo,0.19,0.31,0,0.06,50,5.8
Microsoft,0.43,0.11,0,0.02,68,7.3
Playstation,0.27,0.21,0,0.07,67,7.8
Playstation,0.15,0.12,0.26,0.04,56,8.1
Playstation,0.41,0.07,0,0.07,68,7.6
Playstation,0.27,0.21,0,0.07,64,7.3
Microsoft,0.49,0.02,0,0.04,72,5.4
Playstation,0.27,0.21,0,0.07,56,6.5
Nintendo,0.4,0.15,0,0.01,47,7
Microsoft,0.28,0.22,0,0.06,72,7.5
Microsoft,0.39,0.15,0,0.02,71,8
Playstation,0.27,0.21,0,0.07,91,8.5
Microsoft,0.52,0.02,0,0.02,81,8.2
Nintendo,0.33,0.16,0.02,0.05,72,5.8
Microsoft,0.3,0.2,0.01,0.05,77,6.8
Playstation,0.17,0.24,0,0.14,75,6.6
Microsoft,0.48,0.03,0,0.05,58,6.3
Playstation,0.27,0.21,0,0.07,59,6.8
Playstation,0.13,0.09,0.27,0.06,77,7.5
Microsoft,0.34,0.15,0.01,0.05,75,7.8
Playstation,0.27,0.21,0,0.07,76,8.3
Microsoft,0.42,0.12,0,0.01,88,6.9
Playstation,0.27,0.18,0.06,0.04,78,9.1
Nintendo,0.25,0.05,0.22,0.03,68,7.5
Nintendo,0.29,0.17,0.04,0.05,83,8.4
Playstation,0.39,0.08,0.02,0.06,84,8.4
Nintendo,0.49,0.02,0,0.04,47,7
Playstation,0.27,0.21,0,0.07,80,8.5
Playstation,0.34,0.01,0.15,0.06,94,9.3
Playstation,0.24,0.22,0.01,0.09,80,7.4
Microsoft,0.4,0.13,0,0.02,68,6.6
Microsoft,0.3,0.2,0,0.05,81,5.1
Playstation,0.21,0.16,0.12,0.05,67,7.8
Playstation,0.27,0.21,0,0.07,68,6.7
Microsoft,0.34,0.18,0,0.02,93,8.4
Nintendo,0.22,0.08,0.24,0.01,82,8.9
Playstation,0.13,0.24,0.1,0.07,75,7.7
Playstation,0.5,0.01,0,0.05,81,6.8
Nintendo,0.21,0.27,0,0.06,92,8.3
Microsoft,0.37,0.13,0,0.04,63,7.2
Microsoft,0.4,0.13,0,0.02,72,8.4
Nintendo,0.18,0.35,0,0.02,67,6.8
Nintendo,0.39,0.15,0,0.01,79,9.2
Microsoft,0.15,0.34,0,0.06,70,7.6
Microsoft,0.39,0.14,0,0.02,68,6.7
Playstation,0.45,0.02,0,0.07,76,7.7
Playstation,0.27,0.21,0,0.07,41,4.8
Microsoft,0.4,0.12,0,0.02,74,8.5
Nintendo,0.5,0,0,0.04,67,6.8
Nintendo,0.26,0.23,0,0.06,82,7.1
Playstation,0.35,0.12,0,0.08,75,8.3
Playstation,0.36,0,0,0.19,47,5.6
Playstation,0.19,0.23,0.04,0.08,77,8
Microsoft,0.4,0.12,0,0.02,74,8.5
Playstation,0.28,0.17,0,0.09,80,6
Playstation,0.01,0.42,0.03,0.09,77,6.3
Playstation,0.3,0.16,0,0.07,70,6.5
Microsoft,0.49,0.02,0,0.04,80,7.8
Microsoft,0.42,0.11,0,0.02,82,8.8
Playstation,0.27,0.21,0,0.07,66,7
Playstation,0.14,0.11,0.25,0.04,75,8.6
Playstation,0.18,0.26,0,0.1,72,7.4
Microsoft,0.3,0.19,0,0.05,82,7.8
Playstation,0.26,0.08,0.13,0.07,70,8.1
Playstation,0.24,0.21,0,0.08,75,5.7
Playstation,0.11,0.04,0.36,0.02,58,7.5
Microsoft,0.43,0.1,0,0.02,84,8.5
Nintendo,0.23,0.25,0,0.06,84,8.3
Playstation,0.46,0.02,0.01,0.05,81,7.5
Microsoft,0.22,0.23,0.03,0.05,77,7.9
Nintendo,0.26,0.04,0.22,0.03,78,8.6
Nintendo,0.16,0.07,0.28,0.02,69,7
Microsoft,0.46,0.06,0,0.02,74,9.2
Playstation,0.26,0.21,0,0.07,89,8.4
Microsoft,0.39,0.1,0.01,0.04,55,5.8
Microsoft,0.29,0.16,0.04,0.05,71,7.3
Microsoft,0.4,0.07,0.03,0.03,67,6.6
Playstation,0.45,0.02,0,0.07,58,8.6
Playstation,0.3,0.2,0,0.04,80,8.6
Microsoft,0.4,0.09,0,0.05,81,5.9
Playstation,0.26,0.2,0,0.07,59,8.6
Playstation,0.26,0.2,0,0.07,80,8.9
Nintendo,0.22,0.27,0,0.05,41,5
Playstation,0.26,0.2,0,0.07,83,8.7
Playstation,0.18,0.2,0.07,0.08,58,5.9
Nintendo,0.48,0.01,0,0.04,46,4.6
Playstation,0.26,0.2,0,0.07,81,7.9
Playstation,0.45,0.02,0,0.07,78,9.1
Nintendo,0.3,0.18,0,0.05,62,6.5
Playstation,0.12,0.15,0.18,0.09,83,8.1
Nintendo,0.3,0.15,0.03,0.05,85,8.8
Nintendo,0.35,0.01,0.14,0.03,78,8.1
Playstation,0.26,0.2,0,0.07,75,9.3
Playstation,0.44,0.02,0,0.07,78,8.3
Playstation,0.3,0.2,0,0.03,51,4.6
Playstation,0.15,0.07,0.27,0.05,87,8.8
Playstation,0.26,0.2,0,0.07,58,8.1
Playstation,0.25,0.07,0.17,0.05,82,8.3
Playstation,0.26,0.2,0,0.07,78,8.3
Microsoft,0.4,0.11,0,0.02,78,7.7
Nintendo,0.25,0.23,0,0.06,62,7.1
Microsoft,0.35,0.13,0,0.05,70,7.5
Microsoft,0.35,0.13,0,0.05,69,6.9
Microsoft,0.34,0.17,0,0.02,82,8.5
Microsoft,0.32,0.19,0,0.01,89,8.4
Microsoft,0.32,0.19,0,0.02,72,7
Playstation,0.26,0.2,0,0.07,71,8.2
Microsoft,0.31,0.19,0,0.03,59,6.6
Playstation,0.26,0.2,0,0.07,63,6.3
Nintendo,0.39,0.03,0.08,0.04,72,8.4
Nintendo,0.04,0.01,0.48,0,69,7.6
Playstation,0.11,0.26,0.02,0.14,73,7.7
Nintendo,0.35,0.13,0,0.05,75,8.3
Playstation,0.26,0.2,0,0.07,69,7.8
Playstation,0.35,0.09,0,0.08,61,6.4
Nintendo,0.49,0,0,0.04,47,5.4
Playstation,0.13,0.28,0.01,0.1,43,3.9
Playstation,0.26,0.2,0,0.07,68,7.7
Playstation,0.44,0.02,0,0.07,84,8.5
Nintendo,0.38,0.01,0.1,0.04,76,7.3
Playstation,0.23,0.2,0.01,0.08,83,7.7
Playstation,0.26,0.2,0,0.07,66,8
Nintendo,0.24,0.09,0.19,0.01,81,8
Playstation,0.25,0.19,0,0.08,66,8.4
Playstation,0.17,0.26,0,0.1,76,6.2
Microsoft,0.32,0.15,0,0.05,77,8
Nintendo,0.17,0,0.33,0.02,69,8.2
Nintendo,0.46,0.01,0.02,0.04,41,4
Microsoft,0.28,0.19,0,0.05,79,7.8
Playstation,0.13,0,0,0.39,46,5.2
Playstation,0.29,0.2,0,0.03,89,9.1
Playstation,0.08,0.29,0,0.16,68,7.2
Playstation,0.29,0.2,0,0.03,73,8.5
Playstation,0.18,0.14,0.16,0.05,87,9
Nintendo,0.21,0.04,0.24,0.02,68,7.1
Microsoft,0.47,0,0,0.04,73,5.3
Playstation,0.26,0.2,0,0.07,86,8.9
Microsoft,0.39,0.09,0,0.04,79,6.9
Microsoft,0.39,0.11,0,0.02,90,8.2
Nintendo,0.47,0,0,0.04,56,7.3
Playstation,0.47,0,0.01,0.04,76,4.2
Nintendo,0.27,0.19,0.02,0.04,71,8.1
Playstation,0.46,0,0.02,0.04,75,7.8
Playstation,0.18,0.25,0,0.08,61,3.7
Playstation,0.09,0.31,0,0.11,65,3.9
Playstation,0.18,0.24,0.02,0.08,68,6.6
Playstation,0.25,0.19,0.02,0.06,82,7.1
Playstation,0.25,0.2,0,0.07,81,8.4
Playstation,0.22,0.15,0.04,0.1,78,7.8
Microsoft,0.38,0.12,0,0.02,79,7.8
Playstation,0.46,0.01,0,0.04,74,8.1
Playstation,0.25,0.2,0,0.07,68,8.2
Nintendo,0.22,0.13,0.12,0.04,73,8
Playstation,0.25,0.2,0,0.07,80,7.9
Playstation,0.33,0.03,0.11,0.04,78,7.5
Nintendo,0.37,0.14,0,0.01,90,8
Playstation,0.18,0.08,0.22,0.04,58,7.9
Nintendo,0.32,0.03,0.15,0.03,77,7.9
Nintendo,0.37,0.14,0,0.01,69,8.1
Nintendo,0.26,0.2,0,0.05,70,7.5
Playstation,0.29,0.19,0,0.03,81,8.8
Playstation,0.13,0.1,0.25,0.03,74,8.2
Playstation,0.13,0.07,0.27,0.05,71,6.1
Playstation,0.21,0.21,0,0.09,76,7.3
Microsoft,0.32,0.15,0,0.04,59,5.5
Playstation,0.25,0.2,0,0.07,47,6.3
Nintendo,0.36,0.11,0,0.04,70,7.7
Playstation,0.25,0.2,0,0.07,53,8.4
Playstation,0.36,0.03,0.08,0.04,53,6.4
Playstation,0.25,0.2,0,0.07,74,7.8
Playstation,0.35,0.11,0,0.06,67,7.4
Playstation,0.47,0,0,0.04,64,7.5
Microsoft,0.23,0.23,0,0.05,80,8.4
Playstation,0.28,0.15,0,0.08,34,3.6
Microsoft,0.47,0,0,0.04,76,7.6
Nintendo,0.25,0.21,0,0.05,69,7.4
Playstation,0.09,0.32,0,0.1,55,4.8
Microsoft,0.44,0.04,0,0.02,85,8.2
Nintendo,0.35,0.12,0,0.05,56,7
Microsoft,0.22,0.24,0,0.04,78,7.8
Nintendo,0.12,0.27,0.06,0.05,82,8.4
Nintendo,0.37,0.14,0,0.01,62,8.8
Nintendo,0.44,0.03,0,0.04,74,8.1
Playstation,0.15,0.12,0.2,0.04,75,8.4
Playstation,0.18,0,0.3,0.02,62,7.3
Playstation,0.42,0.02,0,0.07,76,4.6
Playstation,0.12,0.2,0.07,0.12,80,6.2
Microsoft,0.36,0.08,0.02,0.04,56,7.5
Microsoft,0.29,0.16,0.01,0.05,70,7.7
Playstation,0.25,0.19,0,0.06,71,4.8
Nintendo,0.36,0.13,0,0.01,73,7
Microsoft,0.37,0.11,0,0.02,82,8.1
Playstation,0.25,0.19,0,0.06,76,7.8
Playstation,0.22,0.17,0.05,0.06,78,8.4
Microsoft,0.29,0.18,0,0.04,77,5.6
Microsoft,0.26,0.2,0,0.05,73,8.2
Playstation,0.42,0.02,0,0.07,55,7.2
Playstation,0.25,0.19,0,0.06,51,7.5
Microsoft,0.45,0.01,0,0.04,88,8.4
Nintendo,0.17,0.28,0,0.06,83,8.4
Microsoft,0.44,0.03,0,0.04,81,7.8
Microsoft,0.42,0.06,0,0.02,86,7.6
Nintendo,0.43,0.03,0,0.04,62,6.7
Playstation,0.25,0.19,0,0.06,44,7
Playstation,0.25,0.19,0,0.06,83,8.4
Playstation,0.19,0.22,0,0.09,54,6.9
Playstation,0.25,0.19,0,0.06,73,6.5
Playstation,0.25,0.19,0,0.06,75,7.7
Nintendo,0.17,0.02,0.3,0.02,83,8.7
Microsoft,0.1,0.34,0,0.07,78,6.6
Playstation,0.36,0.02,0.07,0.04,63,7.1
Playstation,0.08,0.27,0,0.15,80,7.3
Playstation,0.18,0.22,0.02,0.08,76,7.3
Nintendo,0.22,0.07,0.18,0.02,78,7.8
Microsoft,0.25,0.2,0,0.05,72,6
Playstation,0.24,0.19,0,0.06,81,8.3
Nintendo,0.13,0.05,0.31,0.01,88,9.1
Nintendo,0.45,0.01,0,0.04,59,6.3
Microsoft,0.3,0.1,0.08,0.02,83,8.7
Playstation,0.11,0.07,0.29,0.03,66,8.2
Microsoft,0.47,0,0,0.03,68,6.4
Microsoft,0.46,0,0,0.04,65,7.4
Microsoft,0.42,0.04,0,0.04,89,8.1
Playstation,0.24,0.19,0,0.06,65,7.3
Playstation,0.11,0.08,0.28,0.03,68,8.9
Microsoft,0.45,0.01,0,0.04,80,8.2
Playstation,0.24,0.19,0,0.06,80,8.7
Playstation,0.24,0.19,0,0.06,67,9
Nintendo,0.36,0.13,0,0.01,84,8.4
Microsoft,0.23,0.21,0.01,0.05,69,7.3
Playstation,0.41,0.01,0,0.07,64,7.8
Playstation,0.24,0.19,0,0.06,50,7.3
Microsoft,0.27,0.14,0.04,0.04,70,8.1
Nintendo,0.46,0,0,0.04,81,8
Nintendo,0.41,0.02,0.03,0.04,61,5
Nintendo,0.19,0.15,0.12,0.03,75,7.2
Nintendo,0.28,0.03,0.16,0.02,83,8.4
Playstation,0.09,0.06,0.32,0.03,54,7
Nintendo,0.26,0.15,0.05,0.04,55,5.5
Nintendo,0.44,0.02,0,0.04,57,5.6
Microsoft,0.1,0.34,0,0.05,84,6.9
Microsoft,0.44,0.02,0,0.04,81,7.6
Playstation,0.27,0.1,0.07,0.05,58,7.2
Playstation,0.41,0.01,0,0.07,69,7.9
Nintendo,0.13,0.02,0.32,0.02,66,7.6
Nintendo,0.24,0.14,0.07,0.03,59,6.5
Nintendo,0.43,0.03,0,0.04,57,5.3
Microsoft,0.34,0.13,0,0.02,61,7.2
Nintendo,0.27,0.03,0.17,0.03,78,8.7
Playstation,0.2,0.21,0,0.08,81,7.7
Playstation,0.12,0.1,0.24,0.03,77,8.3
Microsoft,0.3,0.12,0.03,0.04,78,6.2
