"","Platform","Genre","Publisher","Global_Sales"
"2707","PS2","Misc","Namco Bandai Games","[0.33,82.7]"
"2708","GBA","Role-Playing","Capcom","[0.33,82.7]"
"2709","PS2","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"2710","PS2","Sports","Electronic Arts","[0.33,82.7]"
"2711","Wii","Sports","Big Ben Interactive","[0.33,82.7]"
"2712","X360","Shooter","Eidos Interactive","[0.33,82.7]"
"2713","PC","Action","Ubisoft","[0.33,82.7]"
"2714","XB","Fighting","Midway Games","[0.33,82.7]"
"2715","DS","Adventure","Capcom","[0.33,82.7]"
"2716","GBA","Adventure","Disney Interactive Studios","[0.33,82.7]"
"2717","Wii","Sports","Electronic Arts","[0.33,82.7]"
"2718","PS2","Fighting","Capcom","[0.33,82.7]"
"2719","PSP","Racing","Electronic Arts","[0.33,82.7]"
"2720","PS3","Shooter","Eidos Interactive","[0.33,82.7]"
"2721","X360","Role-Playing","Namco Bandai Games","[0.33,82.7]"
"2722","PS2","Action","Activision","[0.33,82.7]"
"2723","PS2","Fighting","Acclaim Entertainment","[0.33,82.7]"
"2724","X360","Sports","Take-Two Interactive","[0.33,82.7]"
"2725","Wii","Misc","Electronic Arts","[0.33,82.7]"
"2726","PS3","Action","Sony Computer Entertainment","[0.33,82.7]"
"2727","Wii","Simulation","Rising Star Games","[0.33,82.7]"
"2728","GB","Role-Playing","SquareSoft","[0.33,82.7]"
"2729","PC","Strategy","Sega","[0.33,82.7]"
"2730","XOne","Misc","Microsoft Game Studios","[0.33,82.7]"
"2731","DS","Role-Playing","Disney Interactive Studios","[0.33,82.7]"
"2732","PS2","Platform","THQ","[0.33,82.7]"
"2733","PSP","Fighting","THQ","[0.33,82.7]"
"2734","PS3","Misc","Activision","[0.33,82.7]"
"2735","PS","Platform","Capcom","[0.33,82.7]"
"2736","PSV","Adventure","Sony Computer Entertainment Europe","[0.33,82.7]"
"2737","PS3","Misc","Activision","[0.33,82.7]"
"2738","PS3","Action","Electronic Arts","[0.33,82.7]"
"2739","Wii","Fighting","THQ","[0.33,82.7]"
"2740","X360","Action","Touchstone","[0.33,82.7]"
"2741","PS3","Action","Activision","[0.33,82.7]"
"2742","PS2","Action","Activision","[0.33,82.7]"
"2743","N64","Racing","GT Interactive","[0.33,82.7]"
"2744","X360","Action","Activision","[0.33,82.7]"
"2745","PS2","Shooter","Konami Digital Entertainment","[0.33,82.7]"
"2746","PS3","Shooter","THQ","[0.33,82.7]"
"2747","PS","Fighting","Virgin Interactive","[0.33,82.7]"
"2748","PSP","Sports","Electronic Arts","[0.33,82.7]"
"2749","PSP","Shooter","Konami Digital Entertainment","[0.33,82.7]"
"2750","XB","Sports","Activision","[0.33,82.7]"
"2751","X360","Role-Playing","Atari","[0.33,82.7]"
"2752","PS3","Action","Activision","[0.33,82.7]"
"2753","DS","Action","Activision","[0.33,82.7]"
"2754","PS3","Racing","Disney Interactive Studios","[0.33,82.7]"
"2755","PS2","Fighting","Capcom","[0.33,82.7]"
"2756","PS2","Sports","Electronic Arts","[0.33,82.7]"
"2757","WiiU","Misc","Ubisoft","[0.33,82.7]"
"2758","X360","Shooter","Take-Two Interactive","[0.33,82.7]"
"2759","PS3","Platform","Sony Computer Entertainment","[0.33,82.7]"
"2760","PS3","Role-Playing","Activision","[0.33,82.7]"
"2761","DS","Sports","Sega","[0.33,82.7]"
"2762","X360","Adventure","Avanquest Software","[0.33,82.7]"
"2763","PS3","Action","Namco Bandai Games","[0.33,82.7]"
"2764","DS","Fighting","Nintendo","[0.33,82.7]"
"2765","PS2","Misc","Sony Computer Entertainment","[0.33,82.7]"
"2766","PS3","Role-Playing","Sega","[0.33,82.7]"
"2767","PS2","Racing","Acclaim Entertainment","[0.33,82.7]"
"2768","PSP","Shooter","Ubisoft","[0.33,82.7]"
"2769","X360","Role-Playing","Square Enix","[0.33,82.7]"
"2770","3DS","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"2771","PSP","Fighting","Midway Games","[0.33,82.7]"
"2772","3DS","Role-Playing","Nintendo","[0.33,82.7]"
"2773","GBA","Misc","Konami Digital Entertainment","[0.33,82.7]"
"2774","PS3","Shooter","Bethesda Softworks","[0.33,82.7]"
"2775","WiiU","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"2776","PS3","Racing","Activision","[0.33,82.7]"
"2777","Wii","Sports","Unknown","[0.33,82.7]"
"2778","Wii","Misc","Atari","[0.33,82.7]"
"2779","XB","Racing","Take-Two Interactive","[0.33,82.7]"
"2780","PC","Action","Electronic Arts","[0.33,82.7]"
"2781","GBA","Action","Electronic Arts","[0.33,82.7]"
"2782","PS2","Sports","Electronic Arts","[0.33,82.7]"
"2783","Wii","Action","Activision","[0.33,82.7]"
"2784","PS","Racing","Sony Computer Entertainment","[0.33,82.7]"
"2785","PS3","Fighting","Namco Bandai Games","[0.33,82.7]"
"2786","XB","Shooter","Atari","[0.33,82.7]"
"2787","GBA","Puzzle","Unknown","[0.33,82.7]"
"2788","PS3","Action","Disney Interactive Studios","[0.33,82.7]"
"2789","PS3","Sports","Electronic Arts","[0.33,82.7]"
"2790","PS3","Fighting","Atlus","[0.33,82.7]"
"2791","GBA","Role-Playing","Nintendo","[0.33,82.7]"
"2792","DS","Simulation","Rising Star Games","[0.33,82.7]"
"2793","PS3","Role-Playing","Square Enix","[0.33,82.7]"
"2794","DS","Simulation","Electronic Arts","[0.33,82.7]"
"2795","PS","Sports","Electronic Arts","[0.33,82.7]"
"2796","SNES","Fighting","Namco Bandai Games","[0.33,82.7]"
"2797","GBA","Platform","Nintendo","[0.33,82.7]"
"2798","PC","Shooter","Activision","[0.33,82.7]"
"2799","GB","Puzzle","Nintendo","[0.33,82.7]"
"2800","N64","Fighting","GT Interactive","[0.33,82.7]"
"2801","X360","Racing","Codemasters","[0.33,82.7]"
"2802","Wii","Sports","Electronic Arts","[0.33,82.7]"
"2803","DS","Platform","Nintendo","[0.33,82.7]"
"2804","PS","Platform","Fox Interactive","[0.33,82.7]"
"2805","DS","Misc","Nintendo","[0.33,82.7]"
"2806","XB","Platform","Atari","[0.33,82.7]"
"2807","2600","Shooter","Atari","[0.33,82.7]"
"2808","X360","Sports","Electronic Arts","[0.33,82.7]"
"2809","PC","Role-Playing","Electronic Arts","[0.33,82.7]"
"2810","DS","Adventure","Activision","[0.33,82.7]"
"2811","X360","Racing","Codemasters","[0.33,82.7]"
"2812","X360","Sports","Electronic Arts","[0.33,82.7]"
"2813","Wii","Misc","Nintendo","[0.33,82.7]"
"2814","XB","Strategy","THQ","[0.33,82.7]"
"2815","PS2","Puzzle","Namco Bandai Games","[0.33,82.7]"
"2816","GBA","Action","Atari","[0.33,82.7]"
"2817","PS3","Action","Sony Computer Entertainment","[0.33,82.7]"
"2818","Wii","Action","Ubisoft","[0.33,82.7]"
"2819","PS2","Sports","Codemasters","[0.33,82.7]"
"2820","X360","Racing","THQ","[0.33,82.7]"
"2821","DS","Simulation","Ubisoft","[0.33,82.7]"
"2822","X360","Sports","Electronic Arts","[0.33,82.7]"
"2823","3DS","Simulation","Nintendo","[0.33,82.7]"
"2824","GC","Shooter","Electronic Arts","[0.33,82.7]"
"2825","PC","Strategy","Take-Two Interactive","[0.33,82.7]"
"2826","DS","Platform","Ubisoft","[0.33,82.7]"
"2827","GBA","Action","Ubisoft","[0.33,82.7]"
"2828","PS2","Action","Activision","[0.33,82.7]"
"2829","Wii","Action","Electronic Arts","[0.33,82.7]"
"2830","PSP","Action","Unknown","[0.33,82.7]"
"2831","PS4","Role-Playing","Square Enix","[0.33,82.7]"
"2832","PS","Strategy","Namco Bandai Games","[0.33,82.7]"
"2833","PS","Shooter","GT Interactive","[0.33,82.7]"
"2834","PS2","Sports","Electronic Arts","[0.33,82.7]"
"2835","XB","Shooter","Electronic Arts","[0.33,82.7]"
"2836","PS2","Sports","Electronic Arts","[0.33,82.7]"
"2837","PS","Racing","Atari","[0.33,82.7]"
"2838","GBA","Action","Sega","[0.33,82.7]"
"2839","DS","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"2840","X360","Sports","Spike","[0.33,82.7]"
"2841","PS","Fighting","Activision","[0.33,82.7]"
"2842","X360","Action","505 Games","[0.33,82.7]"
"2843","PS2","Misc","Sony Computer Entertainment","[0.33,82.7]"
"2844","2600","Platform","Atari","[0.33,82.7]"
"2845","PS3","Shooter","Activision","[0.33,82.7]"
"2846","PSP","Action","D3Publisher","[0.33,82.7]"
"2847","X360","Sports","Electronic Arts","[0.33,82.7]"
"2848","GBA","Puzzle","Atari","[0.33,82.7]"
"2849","X360","Racing","Ubisoft","[0.33,82.7]"
"2850","PS3","Sports","Sony Computer Entertainment","[0.33,82.7]"
"2851","WiiU","Role-Playing","Nintendo","[0.33,82.7]"
"2852","PS2","Simulation","Namco Bandai Games","[0.33,82.7]"
"2853","PS3","Adventure","Deep Silver","[0.33,82.7]"
"2854","PS","Action","Eidos Interactive","[0.33,82.7]"
"2855","DS","Sports","Electronic Arts","[0.33,82.7]"
"2856","PC","Shooter","Electronic Arts","[0.33,82.7]"
"2857","PC","Shooter","Electronic Arts","[0.33,82.7]"
"2858","XB","Action","Electronic Arts","[0.33,82.7]"
"2859","XB","Sports","Electronic Arts","[0.33,82.7]"
"2860","Wii","Role-Playing","Square Enix","[0.33,82.7]"
"2861","PS3","Sports","Sony Computer Entertainment","[0.33,82.7]"
"2862","X360","Simulation","Konami Digital Entertainment","[0.33,82.7]"
"2863","PS4","Action","Square Enix","[0.33,82.7]"
"2864","PS2","Fighting","Sega","[0.33,82.7]"
"2865","PS3","Sports","Take-Two Interactive","[0.33,82.7]"
"2866","PS","Action","Eidos Interactive","[0.33,82.7]"
"2867","PS3","Action","Tecmo Koei","[0.33,82.7]"
"2868","PS2","Racing","Jester Interactive","[0.33,82.7]"
"2869","3DS","Role-Playing","Nippon Ichi Software","[0.33,82.7]"
"2870","PSP","Sports","Electronic Arts","[0.33,82.7]"
"2871","GC","Fighting","Atari","[0.33,82.7]"
"2872","PS","Racing","Acclaim Entertainment","[0.33,82.7]"
"2873","XB","Adventure","Microsoft Game Studios","[0.33,82.7]"
"2874","PS2","Action","Konami Digital Entertainment","[0.33,82.7]"
"2875","PSP","Sports","Electronic Arts","[0.33,82.7]"
"2876","PS4","Role-Playing","Square Enix","[0.33,82.7]"
"2877","GC","Strategy","Konami Digital Entertainment","[0.33,82.7]"
"2878","Wii","Misc","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"2879","PS3","Sports","Sony Computer Entertainment","[0.33,82.7]"
"2880","GC","Platform","Universal Interactive","[0.33,82.7]"
"2881","GBA","Action","THQ","[0.33,82.7]"
"2882","PS2","Action","THQ","[0.33,82.7]"
"2883","3DS","Misc","Nintendo","[0.33,82.7]"
"2884","N64","Racing","LEGO Media","[0.33,82.7]"
"2885","N64","Fighting","Acclaim Entertainment","[0.33,82.7]"
"2886","N64","Action","Nintendo","[0.33,82.7]"
"2887","PSP","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"2888","SNES","Role-Playing","Quest","[0.33,82.7]"
"2889","GC","Puzzle","Nintendo","[0.33,82.7]"
"2890","PC","Sports","Sega","[0.33,82.7]"
"2891","PS","Fighting","Sony Computer Entertainment","[0.33,82.7]"
"2892","PSP","Fighting","THQ","[0.33,82.7]"
"2893","PS","Misc","Hasbro Interactive","[0.33,82.7]"
"2894","PS","Shooter","Acclaim Entertainment","[0.33,82.7]"
"2895","XOne","Action","Konami Digital Entertainment","[0.33,82.7]"
"2896","X360","Role-Playing","SouthPeak Games","[0.33,82.7]"
"2897","XB","Shooter","Activision","[0.33,82.7]"
"2898","X360","Sports","Electronic Arts","[0.33,82.7]"
"2899","X360","Sports","Electronic Arts","[0.33,82.7]"
"2900","PS3","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"2901","PSP","Action","Activision","[0.33,82.7]"
"2902","PS3","Sports","Electronic Arts","[0.33,82.7]"
"2903","PS3","Sports","Sega","[0.33,82.7]"
"2904","X360","Sports","Electronic Arts","[0.33,82.7]"
"2905","GC","Sports","Activision","[0.33,82.7]"
"2906","X360","Role-Playing","Square Enix","[0.33,82.7]"
"2907","SNES","Puzzle","Hudson Soft","[0.33,82.7]"
"2908","PS","Strategy","Virgin Interactive","[0.33,82.7]"
"2909","DS","Simulation","Electronic Arts","[0.33,82.7]"
"2910","XB","Action","Activision","[0.33,82.7]"
"2911","X360","Sports","Electronic Arts","[0.33,82.7]"
"2912","PS2","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"2913","DS","Simulation","Activision","[0.33,82.7]"
"2914","GC","Sports","Electronic Arts","[0.33,82.7]"
"2915","GBA","Action","Majesco Entertainment","[0.33,82.7]"
"2916","PS2","Racing","Atari","[0.33,82.7]"
"2917","PS","Sports","Electronic Arts","[0.33,82.7]"
"2918","XB","Role-Playing","Microsoft Game Studios","[0.33,82.7]"
"2919","PS3","Shooter","Activision","[0.33,82.7]"
"2920","DS","Simulation","Electronic Arts","[0.33,82.7]"
"2921","WiiU","Action","Activision","[0.33,82.7]"
"2922","PS3","Action","Ubisoft","[0.33,82.7]"
"2923","PS","Role-Playing","SquareSoft","[0.33,82.7]"
"2924","GBA","Strategy","Nintendo","[0.33,82.7]"
"2925","DS","Adventure","Disney Interactive Studios","[0.33,82.7]"
"2926","DS","Simulation","THQ","[0.33,82.7]"
"2927","PSP","Platform","Sony Computer Entertainment","[0.33,82.7]"
"2928","PS2","Racing","Electronic Arts","[0.33,82.7]"
"2929","PS3","Simulation","505 Games","[0.33,82.7]"
"2930","PS3","Action","Sony Computer Entertainment","[0.33,82.7]"
"2931","PS","Sports","Electronic Arts","[0.33,82.7]"
"2932","PS2","Action","Illusion Softworks","[0.33,82.7]"
"2933","PS2","Simulation","Namco Bandai Games","[0.33,82.7]"
"2934","PS3","Action","Konami Digital Entertainment","[0.33,82.7]"
"2935","PS2","Shooter","Eidos Interactive","[0.33,82.7]"
"2936","X360","Sports","Ubisoft","[0.33,82.7]"
"2937","PS3","Sports","Sony Computer Entertainment","[0.33,82.7]"
"2938","GBA","Adventure","Nintendo","[0.33,82.7]"
"2939","SNES","Role-Playing","Nintendo","[0.33,82.7]"
"2940","GBA","Platform","Disney Interactive Studios","[0.33,82.7]"
"2941","2600","Action","Tigervision","[0.33,82.7]"
"2942","X360","Sports","Take-Two Interactive","[0.33,82.7]"
"2943","3DS","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"2944","X360","Action","Activision","[0.33,82.7]"
"2945","PSP","Action","Konami Digital Entertainment","[0.33,82.7]"
"2946","Wii","Action","Disney Interactive Studios","[0.33,82.7]"
"2947","X360","Action","Activision","[0.33,82.7]"
"2948","X360","Racing","Atari","[0.33,82.7]"
"2949","PS","Racing","Electronic Arts","[0.33,82.7]"
"2950","XB","Shooter","Microsoft Game Studios","[0.33,82.7]"
"2951","PS3","Adventure","Mojang","[0.33,82.7]"
"2952","PS2","Action","Midway Games","[0.33,82.7]"
"2953","PSP","Racing","THQ","[0.33,82.7]"
"2954","PS3","Action","Activision","[0.33,82.7]"
"2955","GBA","Misc","Nintendo","[0.33,82.7]"
"2956","NES","Platform","Namco Bandai Games","[0.33,82.7]"
"2957","SNES","Sports","Namco Bandai Games","[0.33,82.7]"
"2958","GC","Fighting","Atari","[0.33,82.7]"
"2959","PS","Sports","Sony Computer Entertainment","[0.33,82.7]"
"2960","PS3","Platform","Sony Computer Entertainment","[0.33,82.7]"
"2961","PS3","Action","Namco Bandai Games","[0.33,82.7]"
"2962","PC","Action","Ubisoft","[0.33,82.7]"
"2963","GC","Action","Electronic Arts","[0.33,82.7]"
"2964","PS3","Racing","Electronic Arts","[0.33,82.7]"
"2965","GC","Action","Electronic Arts","[0.33,82.7]"
"2966","3DS","Misc","Nintendo","[0.33,82.7]"
"2967","X360","Racing","THQ","[0.33,82.7]"
"2968","X360","Role-Playing","Square Enix","[0.33,82.7]"
"2969","DS","Platform","Disney Interactive Studios","[0.33,82.7]"
"2970","PC","Simulation","Electronic Arts","[0.33,82.7]"
"2971","PS2","Role-Playing","Interplay","[0.33,82.7]"
"2972","GBA","Action","Activision","[0.33,82.7]"
"2973","XOne","Shooter","Electronic Arts","[0.33,82.7]"
"2974","Wii","Action","Nintendo","[0.33,82.7]"
"2975","Wii","Action","Activision","[0.33,82.7]"
"2976","PS","Action","LucasArts","[0.33,82.7]"
"2977","Wii","Role-Playing","Nintendo","[0.33,82.7]"
"2978","XB","Sports","Electronic Arts","[0.33,82.7]"
"2979","PS3","Action","Sega","[0.33,82.7]"
"2980","PS4","Action","Disney Interactive Studios","[0.33,82.7]"
"2981","PS3","Platform","Activision","[0.33,82.7]"
"2982","XB","Sports","Electronic Arts","[0.33,82.7]"
"2983","PS","Fighting","GT Interactive","[0.33,82.7]"
"2984","WiiU","Platform","Ubisoft","[0.33,82.7]"
"2985","GC","Fighting","Tomy Corporation","[0.33,82.7]"
"2986","PS2","Action","Ubisoft","[0.33,82.7]"
"2987","PSP","Sports","Sony Computer Entertainment","[0.33,82.7]"
"2988","PS4","Action","Deep Silver","[0.33,82.7]"
"2989","DS","Role-Playing","Nintendo","[0.33,82.7]"
"2990","XB","Action","LucasArts","[0.33,82.7]"
"2991","PS4","Shooter","505 Games","[0.33,82.7]"
"2992","XOne","Shooter","Bethesda Softworks","[0.33,82.7]"
"2993","PS","Fighting","SquareSoft","[0.33,82.7]"
"2994","PS","Role-Playing","Konami Digital Entertainment","[0.33,82.7]"
"2995","XOne","Racing","Electronic Arts","[0.33,82.7]"
"2996","DS","Racing","THQ","[0.33,82.7]"
"2997","XB","Sports","Electronic Arts","[0.33,82.7]"
"2998","DS","Adventure","GSP","[0.33,82.7]"
"2999","Wii","Shooter","Ubisoft","[0.33,82.7]"
"3000","XB","Fighting","Electronic Arts","[0.33,82.7]"
"3001","PS2","Racing","Sony Computer Entertainment","[0.33,82.7]"
"3002","PC","Role-Playing","Electronic Arts","[0.33,82.7]"
"3003","PS2","Role-Playing","Atari","[0.33,82.7]"
"3004","Wii","Misc","Funbox Media","[0.33,82.7]"
"3005","PS3","Action","Touchstone","[0.33,82.7]"
"3006","PS2","Misc","Midway Games","[0.33,82.7]"
"3007","DS","Misc","Nintendo","[0.33,82.7]"
"3008","PS3","Shooter","Midway Games","[0.33,82.7]"
"3009","DS","Role-Playing","Square Enix","[0.33,82.7]"
"3010","XB","Shooter","Activision","[0.33,82.7]"
"3011","XOne","Racing","Electronic Arts","[0.33,82.7]"
"3012","PS3","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"3013","PS3","Shooter","Take-Two Interactive","[0.33,82.7]"
"3014","PS","Sports","Electronic Arts","[0.33,82.7]"
"3015","DS","Adventure","Disney Interactive Studios","[0.33,82.7]"
"3016","PS","Shooter","Konami Digital Entertainment","[0.33,82.7]"
"3017","PS3","Simulation","Ubisoft","[0.33,82.7]"
"3018","XB","Fighting","Electronic Arts","[0.33,82.7]"
"3019","XOne","Shooter","Bethesda Softworks","[0.33,82.7]"
"3020","Wii","Sports","THQ","[0.33,82.7]"
"3021","DS","Misc","Rocket Company","[0.33,82.7]"
"3022","PS","Action","Sony Computer Entertainment","[0.33,82.7]"
"3023","XB","Shooter","Activision","[0.33,82.7]"
"3024","PS2","Simulation","Metro 3D","[0.33,82.7]"
"3025","Wii","Racing","Electronic Arts","[0.33,82.7]"
"3026","Wii","Misc","Namco Bandai Games","[0.33,82.7]"
"3027","PC","Role-Playing","Namco Bandai Games","[0.33,82.7]"
"3028","PSP","Sports","Sega","[0.33,82.7]"
"3029","PS4","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"3030","PSP","Action","THQ","[0.33,82.7]"
"3031","PC","Role-Playing","Unknown","[0.33,82.7]"
"3032","PS","Role-Playing","Sony Computer Entertainment","[0.33,82.7]"
"3033","Wii","Sports","Ubisoft","[0.33,82.7]"
"3034","X360","Action","Konami Digital Entertainment","[0.33,82.7]"
"3035","PC","Shooter","Take-Two Interactive","[0.33,82.7]"
"3036","PS4","Adventure","Mojang","[0.33,82.7]"
"3037","Wii","Puzzle","Ubisoft","[0.33,82.7]"
"3038","DS","Simulation","505 Games","[0.33,82.7]"
"3039","Wii","Action","Activision","[0.33,82.7]"
"3040","Wii","Misc","MTV Games","[0.33,82.7]"
"3041","PC","Strategy","Electronic Arts","[0.33,82.7]"
"3042","PS2","Platform","THQ","[0.33,82.7]"
"3043","PSP","Fighting","THQ","[0.33,82.7]"
"3044","DS","Misc","Ubisoft","[0.33,82.7]"
"3045","2600","Action","Mattel Interactive","[0.33,82.7]"
"3046","DS","Adventure","Capcom","[0.33,82.7]"
"3047","X360","Sports","Electronic Arts","[0.33,82.7]"
"3048","PS3","Shooter","Take-Two Interactive","[0.33,82.7]"
"3049","PC","Simulation","Electronic Arts","[0.33,82.7]"
"3050","GBA","Action","Disney Interactive Studios","[0.33,82.7]"
"3051","DS","Misc","IE Institute","[0.33,82.7]"
"3052","PS","Simulation","Take-Two Interactive","[0.33,82.7]"
"3053","XB","Sports","Electronic Arts","[0.33,82.7]"
"3054","PS3","Sports","Ubisoft","[0.33,82.7]"
"3055","WiiU","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"3056","PS2","Sports","Activision","[0.33,82.7]"
"3057","PS2","Sports","Sony Computer Entertainment","[0.33,82.7]"
"3058","PS2","Fighting","Atari","[0.33,82.7]"
"3059","PS","Sports","Electronic Arts","[0.33,82.7]"
"3060","PS","Role-Playing","Electronic Arts","[0.33,82.7]"
"3061","PS2","Sports","Electronic Arts","[0.33,82.7]"
"3062","XB","Action","THQ","[0.33,82.7]"
"3063","PS2","Strategy","Atari","[0.33,82.7]"
"3064","X360","Sports","Electronic Arts","[0.33,82.7]"
"3065","PS2","Sports","Konami Digital Entertainment","[0.33,82.7]"
"3066","GC","Platform","Activision","[0.33,82.7]"
"3067","Wii","Puzzle","Namco Bandai Games","[0.33,82.7]"
"3068","GBA","Role-Playing","Enix Corporation","[0.33,82.7]"
"3069","GBA","Adventure","Majesco Entertainment","[0.33,82.7]"
